Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Department_CS,Department_Engineering,Department_Mathematics
S1690,0,24,80.65,72.08,87.64,78.05,66.45,31.1,88.24,79.1015,2,13.9,1,1,0,2,6,4,1,0,0
S1691,0,21,81.41,65.35,56.55,78.61,68.35,46.6,55.24,61.4685,3,28.3,0,0,1,2,9,8.4,0,1,0
S1692,1,20,86.71,57.05,70.48,64.33,71.02,24.8,90.38,71.283,2,11.9,0,0,2,1,4,5.2,0,1,0
S1693,0,24,81.04,94.25,73.84,90.74,66.14,0.4,80.45,76.9775,2,19.6,1,1,0,2,7,5.8,0,0,0
S1694,0,23,98.46,51.09,96.59,50.16,77.87,2.7,86.6,73.237,2,12.5,0,1,1,2,3,4.1,0,0,0
S1695,0,23,59.86,80.88,56,66.68,69.43,35.8,98.9,74.537,2,7.7,0,0,2,1,9,8.8,1,0,0
S1696,0,24,97.55,95.48,96.2,82.97,62.97,12.4,59.72,75.6505,2,12.2,1,0,3,2,9,6.5,0,0,1
S1697,0,19,76.92,72.32,88.29,95.4,95.22,2.2,75.22,79.4285,2,16.8,0,0,0,1,10,4.1,0,0,0
S1698,1,22,83.6,92.58,83.85,61.73,65.42,85.9,87.67,81.247,1,12.4,1,1,2,2,5,5.3,0,0,0
S1699,1,20,54.97,47.49,87.21,77.06,84.92,27.4,71.68,71.851,2,20.6,1,1,2,0,4,8.4,0,0,1
S1700,1,21,69.03,69.63,76.33,76.9,67.36,50.3,52.73,66.132,3,28.7,0,1,2,1,10,5.9,0,0,0
S1701,0,18,88.47,67.42,54.64,93.71,71.76,17.9,55.57,62.5715,3,6.7,0,0,3,0,10,7.4,0,1,0
S1702,0,21,85.35,40.49,51.37,52.53,61.8,4.7,80.1,57.2405,4,22.9,0,1,1,0,9,7.1,0,0,0
S1703,0,21,52.01,66.6,91.98,71.22,87.62,74.5,64.25,75.43,2,5,0,1,1,0,5,6.4,0,1,0
S1704,1,20,77.33,62.14,83.51,59.12,86.86,12.5,56.89,65.4445,3,5,0,1,0,2,1,8.2,1,0,0
S1705,0,22,54.41,80.19,52.79,51.08,51.11,2.6,66.99,58.226,4,8.3,1,0,3,1,2,4.2,1,0,0
S1706,0,20,99.79,96.3,76.91,57.35,53.01,58.7,60.05,68.526,3,17,0,0,1,1,10,8.6,0,1,0
S1707,0,18,94.86,45.15,66.85,98.82,96.12,1.3,51.2,63.345,3,6.2,0,0,0,0,7,7.6,0,1,0
S1708,1,24,51.05,59.65,49.52,60.74,94.44,43.6,57.59,59.3395,4,23.1,1,1,1,0,3,8.3,0,0,1
S1709,1,20,92.93,66.64,71.91,96.75,75.3,28.9,94.15,79.706,2,5.7,0,0,0,2,1,4.1,0,1,0
S1710,0,19,95.97,67.31,56.89,60.26,74.67,31.9,50.6,57.6,4,17.4,0,0,3,1,9,4.4,0,1,0
S1711,0,21,67.68,86.49,45.77,96.56,90.62,0.4,88.69,74.589,2,21.9,1,1,0,1,4,5,0,0,0
S1712,0,22,85.98,66.6,68.02,82.73,56.92,96.4,87.67,76.2175,2,10.9,0,0,1,2,3,7,0,0,1
S1713,1,23,72.11,41.63,75.41,55.66,82.68,51.7,78.21,67.762,3,19.5,1,1,1,1,5,4.5,0,1,0
S1714,1,18,82.76,82.61,42.81,79.1,73.8,57.3,60.42,63.33,3,11.5,0,1,0,0,1,8.7,0,1,0
S1715,1,23,67.02,93.09,64.13,65.93,87.17,66.6,93.9,80.1025,1,10.4,0,1,3,0,1,7.7,0,1,0
S1716,0,21,66.13,70.83,55.46,69.16,51.51,79.8,73.75,66.1295,3,25.5,0,1,0,1,1,8,0,0,0
S1717,1,20,71.22,74.87,41.84,72.01,79.64,60.8,58.66,61.094,3,13.3,1,0,2,0,7,6.9,0,0,0
S1718,0,23,57.28,49.78,47.54,71.14,77.84,76.2,71.45,63.052,3,25.3,1,1,0,1,7,7.2,0,0,0
S1719,0,19,91.56,53.24,48.34,83.21,92.04,44.9,59.75,61.9265,3,10.4,1,0,3,1,9,5.1,1,0,0
S1720,1,20,67.43,54.11,50.97,88.42,83.84,37.1,68.8,65.001,3,13.9,0,0,3,2,5,8.6,0,0,0
S1721,0,21,70.01,65.84,88.2,66.46,94.01,82.3,74.83,77.86,2,7.6,1,0,2,2,2,7.2,0,1,0
S1722,1,23,94.7,95.69,66.37,96.22,94.36,86.5,68,79.54,2,17.4,1,1,0,1,9,6.1,0,0,0
S1723,0,24,74.83,71.31,48.83,96.92,70.41,13.8,82.85,70.028,2,14.5,0,1,0,0,4,8.4,0,0,0
S1724,0,18,77.21,51.53,46.02,52.03,56.87,54.3,96.8,64.481,3,5.1,0,1,1,2,5,8.3,0,0,1
S1725,1,23,97.82,55.97,57.88,50.75,81.51,68.4,67.41,62.272,3,16.6,1,0,1,0,1,4,0,1,0
S1726,0,24,94.34,63.04,87.88,71.25,93.69,8.4,67.79,72.2395,2,6.9,0,1,0,1,2,8.6,0,0,0
S1727,0,24,58.47,77.4,61.87,79.53,53.75,93,86.92,75.108,2,25.9,0,1,0,0,8,5.8,1,0,0
S1728,0,23,73.66,66.4,49.59,63.9,77.9,52,76.53,65.2915,3,17.3,1,1,0,1,2,6.1,0,0,1
S1729,0,22,98.56,63.55,64.25,62.97,55.75,64.5,71.44,65.2725,3,22.3,0,0,1,0,8,4.4,0,0,0
S1730,0,23,68.62,73.88,73.32,83.92,51.35,17.8,90.69,75.232,2,25.5,0,1,0,1,1,8.4,0,0,1
S1731,0,21,68.58,54.51,41.78,80.09,83.98,26.4,94.55,68.718,3,6.3,0,0,2,2,9,6.7,0,0,1
S1732,0,24,59.75,44.73,77.66,58.36,84.09,12.1,79.53,67.7515,3,13.4,1,1,0,2,9,8.5,1,0,0
S1733,0,18,55.72,41.46,63.71,94.23,80.03,26.4,59.26,63.382,3,5.6,0,1,1,0,9,7.9,1,0,0
S1734,1,21,87.02,55.08,40.58,84,92.96,49.2,73.31,64.756,3,6.2,0,0,1,0,6,8.5,1,0,0
S1735,1,19,88.5,45.5,80.43,68.13,54.04,83.4,75.22,69.292,3,5.9,1,0,2,2,2,8.7,0,1,0
S1736,0,20,98.45,60.18,82.74,84.18,55.26,53.4,71.61,72.018,2,16.9,0,1,2,2,1,8.4,0,0,1
S1737,0,23,88.67,86.38,77.73,55.63,93.23,24.4,63.12,70.213,2,16.3,0,0,0,1,6,5,0,0,0
S1738,1,22,62.17,82.98,60.52,73.41,75.16,4.5,73.62,68.4155,3,6.5,0,0,2,2,4,4.4,1,0,0
S1739,0,18,52.01,76.66,71.78,58.45,63.65,62.2,72.33,69.3855,3,11.6,1,1,2,1,8,7.1,1,0,0
S1740,1,22,99.27,91.15,63.23,52.07,86.91,42,60.47,66.2225,3,11.1,0,0,0,2,8,4.8,0,0,1
S1741,1,22,67.02,56.92,82.04,66.92,94.72,98.4,95.17,82.029,1,12.4,1,0,2,1,2,8.3,0,0,1
S1742,1,22,65.6,93.1,75.01,57.54,84.48,78,94.27,81.9775,1,21,0,0,3,1,2,8.7,0,0,1
S1743,0,23,95.3,63.95,44.91,81.68,89.6,80.8,87.98,72.466,2,22.4,0,1,3,1,4,4.6,0,0,0
S1744,0,18,79.25,64.05,78.59,83.7,64.12,1.2,70.05,69.297,3,13.5,1,1,3,0,9,5.2,0,1,0
S1745,0,18,60.74,64.32,81.23,57.43,64.44,77.8,68.52,69.46,3,24.7,1,1,2,1,6,7.1,0,1,0
S1746,1,24,94.45,45.89,62.24,51.23,93.21,19.5,85.82,66.17,3,15.4,1,1,1,2,7,7.6,1,0,0
S1747,1,22,99.67,98.53,92.55,89.64,80.74,58.6,80.41,86.49,1,18.1,1,1,1,2,3,6.6,0,1,0
S1748,1,24,54.33,48.31,90.58,50.1,61.71,44.7,80.03,69.8215,3,8.6,1,1,0,2,7,5.8,0,0,0
S1749,0,24,93.11,60.45,50.51,67.2,76.21,57.2,56.21,59.119,4,10.8,0,1,1,1,3,5.5,0,1,0
S1750,1,20,69.53,59.16,94.26,74.73,84.29,13.3,80.91,77.0155,2,23.2,0,1,1,0,2,7.3,0,0,0
S1751,1,23,76.2,44.48,66.45,90.93,60.93,45.7,95.09,73.829,2,29.4,0,1,0,1,2,7.7,1,0,0
S1752,0,23,95.74,49.14,83.42,91.93,82.75,3.7,54.29,66.7625,3,22.6,1,1,3,0,9,5.4,0,0,1
S1753,1,21,98.67,42.69,88.85,86.25,52.11,4.1,66.96,67.0575,3,6.4,1,0,0,0,7,5.6,0,0,0
S1754,1,24,63.11,57.54,70.31,62.36,65.18,65.8,75.45,68.0055,3,8.6,0,0,1,2,5,6.3,0,0,1
S1755,0,23,60.64,92,63.95,86.01,83.7,95.2,84.3,81.109,1,16.1,1,1,1,2,3,6.3,1,0,0
S1756,0,22,54.03,60.37,94.93,62.33,57.47,77.7,54.48,68.1135,3,23.3,1,0,0,2,8,8.2,0,0,0
S1757,1,19,78.09,47.42,53.85,60.73,61.11,46.9,93.64,66.233,3,9.1,1,1,2,1,2,6.2,0,0,0
S1758,0,22,50.68,78.74,55.42,77.36,93.95,5.6,52.03,62.554,3,23.8,1,0,1,2,3,8.9,0,1,0
S1759,1,18,70.59,99.8,61.7,83.94,83.72,4.5,92.88,79.447,2,18.9,1,1,1,2,5,5.6,0,0,0
S1760,0,23,53.67,53.94,91.57,52.65,74.95,15.8,51.38,62.58,3,24.4,0,1,0,1,1,7.5,1,0,0
S1761,1,23,70.26,56.77,96.33,53,60.54,97.6,57.68,68.786,3,18.9,0,0,1,1,6,7.8,0,0,1
S1762,0,21,52,98.31,53.2,89.21,67.07,39.9,90.02,77.136,2,20.1,1,0,2,0,2,7.2,0,0,0
S1763,1,24,91.76,50.73,91.83,92.97,78.72,84.3,93.01,84.5025,1,11.2,1,0,2,0,7,5.8,1,0,0
S1764,0,19,60.49,70.67,55.49,80.22,57.77,70.5,99.11,75.541,2,23,0,1,0,1,7,5.3,1,0,0
S1765,0,23,66.42,54.38,98.24,71.44,74.09,60.5,55.79,70.604,2,26.1,0,1,0,1,1,7,0,0,0
S1766,0,21,93.5,95.94,75.84,92.27,70.45,94.8,76.32,81.8725,1,26.8,0,0,3,0,4,7.3,0,1,0
S1767,0,21,87.31,98.89,40.43,86.44,73.83,23,53.86,62.598,3,5.7,1,1,2,2,1,5.3,0,0,0
S1768,0,19,60.95,88.88,42.05,78.98,55.28,45.5,57.82,60.8405,3,20.6,1,0,2,0,10,5.7,0,0,0
S1769,0,22,53.59,58.89,48.85,65.99,55.32,86.5,58.72,58.4175,4,29.7,0,1,3,2,7,8.3,0,1,0
S1770,0,22,85.78,64.21,51.25,59.9,98.21,55.2,53.17,59.961,4,19.7,0,0,0,0,5,8.1,1,0,0
S1771,1,22,69.54,54.54,86.06,70.93,98.97,24.6,94.65,79.8575,2,9.3,1,1,1,2,8,4.9,0,0,0
S1772,1,20,88.3,93.45,53.37,64.34,71.31,20.9,56.32,62.083,3,26.9,0,1,0,0,1,8.7,0,1,0
S1773,0,24,72.26,94.87,98.15,66.96,89.45,75.3,81.47,85.963,1,11.6,0,1,0,2,10,7.1,0,0,1
S1774,0,24,67.3,65.13,78.17,75.78,82.79,1.3,81.29,73.41,2,6.1,0,0,0,0,4,6.5,0,0,1
S1775,1,22,72.56,79.39,81.55,58.45,55.85,91.4,59.93,69.1975,3,15.8,1,0,3,1,9,5,0,1,0
S1776,1,19,87.43,49.93,53.07,90.31,64.83,1.8,99.92,70.8525,2,7.5,0,0,0,0,10,7.7,1,0,0
S1777,0,20,95.11,66.1,93.56,57.28,65.68,63.1,67.37,71.831,2,7.9,0,0,0,1,1,8.6,0,1,0
S1778,1,24,52.49,77.89,80.07,74.05,79.79,60.5,95.25,82.3875,1,16.6,1,1,3,0,3,4.3,1,0,0
S1779,1,22,76.21,63.12,91.86,87.3,79,57.8,97.41,85.541,1,20.3,1,0,3,1,2,6.6,0,0,1
S1780,0,20,51.64,61.46,97.39,74.25,96.18,47.4,97.45,85.927,1,27.6,1,0,3,0,9,8.4,0,0,0
S1781,0,19,73.42,40.06,47.54,68.05,89.5,85.2,87.64,67.6035,3,22.6,1,1,3,0,10,8.8,0,1,0
S1782,0,22,94.26,88.26,45.8,73.74,92.84,65.9,62.69,67.136,3,26.1,1,1,3,1,5,4.4,0,0,1
S1783,1,18,68.08,93.36,88.2,92.43,94.56,78.2,56.03,80.0935,1,15.3,0,0,2,1,6,8,0,0,0
S1784,0,23,96.62,98.17,91.97,99.52,90.06,11.6,78.49,85.779,1,13,0,0,1,1,8,5.4,0,0,1
S1785,0,19,81.53,83.16,75.03,81.56,66.64,5,68,70.7795,2,19.8,1,0,3,2,9,6.7,0,1,0
S1786,1,21,96.71,72.93,61.96,89.67,60.75,2.9,91.55,73.565,2,22.4,1,1,1,0,8,7.9,0,1,0
S1787,0,21,87.86,56.16,79.16,50.72,78.59,14.7,87.25,70.591,2,19.2,0,1,0,2,8,6.7,0,0,0
S1788,1,19,55.17,99.96,58.34,94.02,84.48,66.7,63.82,74.611,2,11.6,0,0,2,2,1,4.6,0,1,0
S1789,1,21,61.56,75.39,54.3,97.7,69.33,49.4,50.85,64.1965,3,14.2,1,0,3,2,10,7,0,0,1
S1790,1,24,69.71,80.87,69.29,78.76,92.42,75.2,61.87,72.83,2,16.2,1,0,2,2,1,4.6,0,0,0
S1791,1,19,58.51,80.94,52.97,87.69,98.03,19.2,78.36,72.808,2,5.4,0,0,0,1,8,5.7,0,0,0
S1792,1,18,74.75,90.72,69.02,75.64,78.47,36.7,53.95,68.076,3,27,1,1,1,1,1,6.8,0,0,1
S1793,1,19,73.57,40.58,97.4,64.31,72.83,88.8,82.91,76.6795,2,17.8,1,1,3,2,5,9,1,0,0
S1794,0,22,97.81,53.21,90.39,92.61,92.14,93.6,83.58,83.4385,1,23.8,1,0,1,2,4,7.6,0,0,0
S1795,0,22,71.69,79.93,96.5,79.84,51.21,92.2,58.47,75.3625,2,9.3,1,0,1,1,5,5.5,1,0,0
S1796,0,20,89.28,93.71,88.38,78.97,56.45,81.8,79.82,81.678,1,18.9,0,1,0,1,8,8.4,0,0,1
S1797,1,21,97.1,81.12,61.29,82.96,92.28,68.8,80.35,76.7075,2,28.2,0,1,1,2,10,5.1,0,0,1
S1798,0,23,93.85,64.81,88.72,92.8,86.6,91.4,73.9,81.2215,1,10.4,1,0,0,2,8,5.9,0,0,0
S1799,1,21,60.43,61.69,95.37,86.6,70.81,71.4,97.66,86.035,1,13.6,1,1,1,1,4,7.2,0,1,0
S1800,0,24,74.8,84.28,96.82,60.56,94.44,95.4,55.41,76.768,2,14.7,1,1,0,1,8,6.1,0,0,0
S1801,1,19,67.39,84.47,80.99,73.34,67.57,2.5,70.33,71.9,2,14.6,0,1,0,0,10,7.6,0,1,0
S1802,0,23,69.99,76.42,52.68,99.01,81.69,92.2,94.15,80.5085,1,20,0,1,3,0,5,7.3,1,0,0
S1803,1,23,68.04,57.49,42.38,77.73,81.72,55.6,69.32,62.626,3,14.8,1,0,0,0,4,7.3,0,1,0
S1804,0,21,91.32,95.51,48.83,96.91,59.22,11.2,71.23,68.9215,3,21.9,1,1,1,0,7,6.1,0,0,0
S1805,1,23,72.61,73.11,97.93,90.67,64.24,21.5,83.41,81.5715,1,17.1,1,0,0,2,3,4.3,0,1,0
S1806,0,23,76.18,87.43,67.73,83.3,95.8,85.2,83.28,81.366,1,8.9,1,1,0,1,5,8.4,0,0,1
S1807,1,22,99.12,52.86,91.3,67.47,59.17,50.6,51.15,64.6665,3,28.7,0,1,1,2,5,4.4,1,0,0
S1808,0,18,53,60.64,67.9,65.22,58.68,98.3,72.78,68.471,3,11,0,0,1,0,5,6.3,0,0,1
S1809,0,19,74.4,92.47,79.65,82.17,73.98,11.8,66.68,74.1005,2,19.1,1,1,3,0,2,5.5,0,0,1
S1810,0,21,88.7,43.01,41.45,71.63,54.61,41.3,81.38,59.4985,4,6.5,1,0,3,2,10,5.5,0,0,1
S1811,1,22,57.56,70.74,54.99,89.94,94.73,33.2,77.79,72.3195,2,28,0,0,0,2,7,5.1,0,0,1
S1812,1,24,80.58,68.9,66.18,88.02,55.01,51.6,82.54,72.926,2,28.2,1,1,3,1,10,5.4,0,1,0
S1813,1,24,61.97,85.07,77.84,65.61,80.83,63.3,82.69,78.117,2,14.1,1,0,3,0,7,8.8,0,0,1
S1814,1,20,93.37,56.91,50.29,85.14,66.99,66.2,62.74,62.711,3,8,0,0,2,0,8,8.9,0,1,0
S1815,1,23,66.35,53.14,85.87,74.73,90.21,0.1,62.32,68.37,3,24.2,0,1,1,2,7,6.9,0,0,1
S1816,0,23,66.45,95.57,61.86,66.16,79.49,8.9,68.51,68.6715,3,11.6,0,0,3,1,1,6.6,0,0,0
S1817,1,21,79.91,74.3,89.05,70.65,69.42,3.5,62.1,69.752,3,22.5,0,1,2,2,9,4.2,0,0,1
S1818,0,18,59.18,46.28,45.88,94.77,99.19,86.5,84.14,72.1135,2,27.9,1,0,2,2,4,8,0,0,0
S1819,0,18,64.24,51.58,80.79,67.98,53.31,31.3,80.14,69.0695,3,19.8,0,0,3,2,1,4.9,0,1,0
S1820,1,21,70.83,99.93,57.6,64.37,78.89,36.7,60.82,67.015,3,26.5,1,1,0,0,10,4.7,1,0,0
S1821,0,21,67.68,51.74,87.72,67.59,99.48,45,94.21,80.2905,1,10.6,0,0,3,1,2,6.1,0,1,0
S1822,1,22,76.24,76.63,64.13,60.73,84.55,84.9,73.03,71.2455,2,27.8,1,1,3,2,8,5.7,1,0,0
S1823,1,24,79.98,65.21,79.92,77.23,86.99,1.4,56.35,67.02,3,10.7,1,1,1,2,8,4.5,1,0,0
S1824,1,21,78.33,93.14,96.06,57.37,51.6,11.9,60.65,70.5415,2,10.6,0,0,0,1,9,4.7,0,0,1
S1825,0,24,82.71,85.31,41.24,90.87,51.07,68.5,76.99,68.366,3,27,0,0,0,0,9,9,1,0,0
S1826,1,20,65.39,75.82,40.67,61.28,51.81,96.4,66.92,60.8095,3,18.9,0,1,3,2,10,7.7,0,1,0
S1827,1,24,56.32,40.64,86.22,79.9,99.59,64.3,92.56,80.578,1,25,0,1,3,2,8,7,0,0,1
S1828,1,22,88.04,92.79,78.78,56.25,98.98,26.1,74.74,75.676,2,25.1,0,0,1,0,4,5.5,1,0,0
S1829,0,23,92.54,66.68,57.58,98.92,66.73,52,95.76,77.236,2,21.2,1,0,0,0,10,6.1,0,1,0
S1830,1,23,62.85,95.89,69.66,72.73,64.55,97.5,55.09,70.565,2,9.7,0,1,2,0,7,7.1,1,0,0
S1831,0,24,70.35,69.73,42.52,91.11,57.3,52.8,83.43,68.155,3,22.3,0,0,0,2,9,7.9,1,0,0
S1832,0,23,74.93,81.65,51.55,88.43,66.46,37.4,94.29,75.2025,2,6.6,1,1,0,0,6,8.7,0,0,1
S1833,1,23,76.67,44.16,65.47,85.68,68.51,38.3,64.65,64.0045,3,10,0,0,3,2,6,4.6,0,0,1
S1834,0,19,82.97,84.71,90.04,91.37,87.41,96.7,56.78,79.532,2,21.1,1,1,2,0,1,5,0,1,0
S1835,0,20,52.08,60.28,68.78,55.02,93.31,71.9,72.83,69.265,3,27.7,1,0,1,2,10,6.8,0,0,1
S1836,1,22,86.07,61.08,75.18,83.92,87.34,68.7,98.07,82.135,1,24.3,0,0,3,0,9,8.7,0,0,1
S1837,1,22,53.1,47.12,92.43,63.29,82.32,23.2,81.67,73.562,2,13.3,1,0,1,2,2,6.3,0,0,0
S1838,1,23,73.41,48.81,58.53,89.29,88.3,55.9,82.2,71.6325,2,25.6,0,1,0,1,3,7.2,0,0,0
S1839,0,18,91.38,51.15,82.04,97.84,86.92,35.7,83.58,78.4095,2,29.2,0,0,1,0,5,5.5,0,1,0
S1840,1,22,72.56,59.69,91.7,95.07,73.79,24,51.99,70.315,2,13.3,1,1,0,0,5,8.1,0,0,1
S1841,0,20,57.45,93.52,52.16,55.75,66.79,89.6,72.28,68.2735,3,9.7,0,1,0,1,5,7,0,1,0
S1842,0,21,99.25,62.1,61.39,68.48,64.14,38.3,53.88,59.4275,4,9.9,0,0,0,2,4,5.9,0,0,0
S1843,0,20,94.46,83.46,98.79,68.22,83.97,28.3,65.79,76.9985,2,15,0,0,0,1,5,6.7,0,0,0
S1844,0,23,88.57,44.96,98.99,56.11,97.97,93.2,91.08,81.689,1,6.3,1,0,0,1,3,7.5,0,0,0
S1845,0,23,70.58,75.47,53.39,54.91,79.05,19.7,82.81,66.6375,3,17.2,0,0,0,2,1,5.1,0,1,0
S1846,1,19,59.19,68.91,43.99,69.24,95.63,74.6,99.78,74.947,2,23.3,1,0,3,0,7,5.7,0,0,1
S1847,1,24,97.07,98.68,56.26,99.6,50.71,65.3,58.61,69.726,3,18.3,0,1,0,0,10,5.3,1,0,0
S1848,0,22,76.62,90.77,63.86,78.45,89.72,92,69.85,75.875,2,29.3,1,0,1,0,2,8.8,0,0,1
S1849,0,24,92.62,67.29,66.46,81.09,92.68,83.2,90.48,79.444,2,16.5,0,1,0,1,8,4.2,0,1,0
S1850,1,24,67.1,86.51,77.13,73.55,81.55,70.5,60.78,73.2055,2,5.3,1,0,2,2,1,4.3,0,0,0
S1851,1,22,66.76,51.58,93.97,83.12,96.7,31.5,57.69,72.2495,2,16.8,1,1,0,0,6,5.8,1,0,0
S1852,0,22,99.28,73.74,59.82,97.83,79.5,49.6,71.38,72.5345,2,28.2,0,0,2,2,1,6.7,0,1,0
S1853,0,23,76.09,44.48,91,79.43,62.03,94.4,69.19,73.0165,2,7.4,1,1,3,1,8,5.6,0,0,0
S1854,1,22,57.03,60.89,45.61,53.25,60.79,2.3,99.01,64.4205,3,10.6,0,0,0,0,2,8.3,0,1,0
S1855,1,18,60.98,53.55,42.51,74.64,77.79,79.4,72.81,63.448,3,22.9,0,0,3,1,8,4.8,1,0,0
S1856,0,18,74.1,83.13,70.24,99.64,95.32,25.2,93.05,83.6825,1,12.4,0,0,3,2,4,5.8,0,0,0
S1857,1,21,52.12,69.41,43.58,69.37,53.62,18.5,94.4,66.319,3,24.1,0,0,0,0,3,6.4,0,0,1
S1858,1,22,73.13,85.06,63.55,79.69,80.22,23.2,57.89,67.149,3,15.5,0,1,0,0,2,5,0,1,0
S1859,0,19,70.95,70.92,93.81,55.33,88.49,6,85.77,77.27,2,24.9,0,0,3,0,4,5.5,1,0,0
S1860,0,21,88.97,45.19,54.49,57.06,55.77,99.2,63.88,58.661,4,18.8,1,0,0,0,10,8.7,0,0,1
S1861,0,23,67.75,84.12,82.36,93.73,55.84,87,54.74,73.6235,2,7.1,0,0,0,1,10,6.6,1,0,0
S1862,1,22,99.13,89.99,58.14,65.02,68.31,52.1,93.74,75.3445,2,14.7,0,0,3,1,2,8.3,0,1,0
S1863,0,18,59.04,94.21,42.7,65.27,63.69,71.5,64.62,63.927,3,13.3,0,1,1,2,3,5.3,1,0,0
S1864,1,19,79.55,74.32,73.4,69.36,59.92,55.7,67.27,68.86,3,25.3,1,1,2,0,2,7.1,0,0,0
S1865,0,21,54.48,85.22,90.09,98.32,59.93,81.2,66.2,79.9665,2,20.6,0,0,1,2,2,7.8,1,0,0
S1866,0,19,86.69,85.12,64.57,54.22,56.53,84.5,60.01,64.9245,3,24.4,1,1,0,1,10,6.1,0,1,0
S1867,1,22,99.74,49.34,77.04,90.94,80.54,23.3,71.73,71.04,2,14.3,0,0,0,2,9,7.1,0,0,0
S1868,1,20,90.96,49.85,94,67.08,84.41,46,71.41,73.2035,2,22.3,1,0,0,1,1,8.3,1,0,0
S1869,0,19,77.79,44.25,87.38,92.47,85.15,63.5,70.44,75.175,2,6.6,0,1,0,0,3,4.7,1,0,0
S1870,0,19,74.24,59.19,51.63,99.59,76.62,97.8,95.81,78.0195,2,5.9,1,0,1,2,1,5.8,0,0,0
S1871,1,23,91.75,68.41,84,67.43,97.65,68.3,66.99,74.653,2,12.2,1,0,0,0,3,8.1,0,0,1
S1872,0,18,96.8,99.87,70.11,56.47,94.03,89.8,51.52,70.3275,2,24.3,1,1,3,1,1,5.2,0,0,1
S1873,1,22,99.46,65.86,84.76,57.22,97.88,84.6,58.92,71.346,2,18.4,1,1,3,2,9,6.8,0,0,0
S1874,1,19,69.83,83.57,69.67,87.94,69.44,58.2,86.07,78.819,2,15.2,0,0,3,2,5,6.2,1,0,0
S1875,0,22,99.55,81.6,47.68,57.25,93.89,89.4,79.54,70.4685,2,27.4,1,0,2,0,4,7.3,0,0,1
S1876,1,18,57.8,52.27,74.19,63.02,88.14,37.7,97.59,75.817,2,17.4,0,0,0,0,8,7.3,0,0,0
S1877,1,23,62.68,43.51,69.53,60.22,67,37.9,84.72,66.953,3,20.3,0,0,1,0,1,6.9,0,1,0
S1878,1,22,54.45,72.76,71.08,67.78,55.33,78.1,59.71,66.202,3,29.6,1,0,1,2,9,8.7,1,0,0
S1879,0,24,63.59,82.02,92.73,53.72,84.13,13.5,56.03,69.4405,3,18.1,0,0,1,1,2,4.9,0,1,0
S1880,1,18,88.4,99.9,93.69,92.84,56.82,30.6,76.04,82.3575,1,24.6,1,0,0,0,8,8.2,1,0,0
S1881,0,18,92.65,61.52,67.21,93.01,64.69,60.9,83.26,74.474,2,15.3,1,0,0,0,7,6.4,0,0,1
S1882,0,21,88.94,93.78,67.34,70.65,75.02,42,58.28,68.5855,3,5.9,0,1,3,1,10,7.3,0,1,0
S1883,0,23,81.55,62.92,70.91,80.6,83.99,94.1,80.08,76.3835,2,25.9,0,1,3,2,2,5.4,0,1,0
S1884,1,23,75.7,81.36,71.18,82.1,96.31,95.9,93.25,84.715,1,28.6,0,0,0,2,10,4.5,0,0,0
S1885,1,24,85.44,75.9,97.02,87.46,79.66,50.3,86.38,85.154,1,15.9,1,0,3,1,10,7.9,0,0,1
S1886,0,22,69.54,43.18,78.96,76.03,83.57,53.9,83.21,73.6365,2,17.6,0,0,3,0,6,5.3,0,0,1
S1887,0,20,92.07,44.7,56.65,75.52,65.5,72.5,89.47,69.2115,3,15.6,1,0,0,2,5,6,1,0,0
S1888,1,24,83.86,41.25,71.89,81.57,84.36,45.7,55.2,63.6765,3,29.9,1,0,1,0,7,4.2,0,0,0
S1889,0,21,84.89,62.25,77.63,85.15,71.89,19,60.19,67.7135,3,27.6,1,1,2,0,2,7.3,0,0,0
S1890,0,23,76.8,84.75,78.39,67.33,92.85,74.7,51.9,70.9995,2,6,0,1,0,1,10,7.4,1,0,0
S1891,1,18,94.26,50.37,75.12,66.52,69.62,73.8,57.25,64.1405,3,24.5,0,1,3,2,9,8.5,0,1,0
S1892,0,23,62.6,76.35,50.66,63.49,73.41,24.5,95.66,70.905,2,20,0,0,3,1,3,8.5,1,0,0
S1893,1,24,69.06,57.33,42.02,77.44,71.63,83.3,61.11,60.3815,3,5.6,0,1,2,2,1,7.5,1,0,0
S1894,1,20,88.88,87.82,60.27,68.01,90.56,61.4,83.1,75.498,2,16.1,0,0,2,0,8,5.6,1,0,0
S1895,0,19,74.64,87.9,65.65,77.02,97.68,23.6,84.58,77.4725,2,8.7,1,0,2,0,7,5.9,0,0,0
S1896,1,19,94.46,86.52,43.71,70.3,66.36,65.2,82.27,69.0275,3,26.8,1,1,0,2,7,5.9,1,0,0
S1897,1,23,67.32,71.49,88.9,91.84,73.75,23.4,77.7,78.5795,2,5.3,0,1,1,2,4,4.6,1,0,0
S1898,1,23,68.47,57.07,60.64,53.66,85.3,26.5,74.31,63.9175,3,26.8,1,0,2,0,10,8.7,1,0,0
